iteration,true_reward,run_id,env_name,noiseE,grid_type,expert_trajs,max_iter_num,num_of_NNs,seed,eta,gamma,use_memory_replay,buffer_size,batch_size,log_dir
11,-4.198645328926506,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
12,-7.446667681406524,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
13,-5.5939549796790375,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
14,-6.7421660962143175,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
15,-5.9129892104853425,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
16,-10.354059403748732,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
17,-9.22856741177026,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
18,-6.236292667476206,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
19,-3.0151535223477928,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
20,-4.798286309203777,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
21,-7.385170119333756,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
22,-8.676769136668469,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
23,-7.756046973461011,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
24,-4.449915764946992,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
25,-8.273094563564921,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
26,-4.616187820811571,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
27,-8.084345883604337,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
28,-5.258011698955053,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
29,-5.844140143162266,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
30,-6.628132015912845,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
31,-6.9119689573697585,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
32,-5.163210831793649,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
33,-6.670567063082857,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
34,-5.736340340469475,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
35,-7.388399547037084,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
36,-7.861732481844957,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
37,-5.976328045022454,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
38,-5.410324192353786,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
39,-7.852661035602679,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
40,-3.449964884004975,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
41,-5.2014989280587045,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
42,-5.752275200764584,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
43,-7.123293126373395,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
44,-5.561784314522321,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
45,-4.522322940227235,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
46,-5.0317350156291685,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
47,-5.477982912034615,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
48,-5.658693288643071,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
49,-6.5952563092544025,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
50,-3.499391218269507,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
51,-2.8745860103516794,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
52,-3.699268332565329,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
53,-3.8609088105232527,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
54,-5.012202054400505,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
55,-3.010457151441203,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
56,-4.151133286830999,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
57,-3.8967066848773477,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
58,-4.289309636145617,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
59,-3.853866467780284,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
60,-4.008172960196701,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
61,-3.3756118042465593,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
62,-3.936237548224728,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
63,-2.8460222119478513,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
64,-4.262773274580447,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
65,-3.237500224192818,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
66,-3.7257674902887685,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
67,-3.267620922913764,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
68,-3.1816283959707916,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
69,-3.768116905608868,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
70,-3.2751505404439945,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
71,-4.471777409657199,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
72,-3.4188700617001864,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
73,-3.7278424354181205,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
74,-2.8210133154235955,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
75,-3.2471128158960747,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
76,-3.4810057305483513,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
77,-3.482635292114895,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
78,-3.4888675961329243,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
79,-3.410669438279734,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
80,-3.378328507427032,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
81,-3.8272895158384372,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
82,-3.4998346656211945,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
83,-5.424790153745244,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
84,-3.9580454118747763,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
85,-4.779816794896836,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
86,-6.13254629587683,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
87,-4.950531877336879,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
88,-7.901336789965367,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
89,-6.675315052983279,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
90,-7.654266533070455,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
91,-8.17898213061198,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
92,-5.283985742927351,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
93,-7.667495043144617,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
94,-7.077882947507702,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
95,-7.897948612681798,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
96,-9.089001522168834,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
97,-9.971360997071224,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
98,-11.485016477713668,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
99,-9.764126764904029,20241021-142226,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,1,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
0,-3.0117698597653804,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
1,-8.163154877272442,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
2,-9.23527321409799,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
3,-2.4038198015769523,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
4,-11.939285939960282,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
5,-5.5567653763397455,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
6,-10.932499735305857,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
7,-10.840815701687609,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
8,-12.455585409170869,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
9,-12.134914871671802,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
10,-7.723528528649554,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
11,-12.204348723377331,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
12,-8.624464782884543,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
13,-10.661173344339263,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
14,-8.404073971189382,20241021-142504,DiscreteGaussianGridworld-v0,0.0,1,assets/envDiscreteGaussianGridworld-v0type1noiseE0.0/expert_trajs/trajs16.pkl,100,2,123,10,0.99,True,200000.0,20000.0,runs_memory_replay
